"","x"
"1",0.30857377722689
"2",0.252829899211784
"3",0.230368507761359
"4",0.356271082718346
"5",0.296122122464207
"6",0.28496236615991
"7",0.296340102983905
"8",0.286408136962891
"9",0.255174043634726
"10",0.255403287004139
"11",0.235208203347259
"12",0.315164184413267
"13",0.28233883754888
"14",0.383561982064873
"15",0.195412208345554
"16",0.355121578450423
"17",0.253939104621216
"18",0.319158297886341
"19",0.286916335942187
"20",0.269723735481288
"21",0.231092967251289
"22",0.236332615416565
"23",0.262861806853066
"24",0.273442714683591
"25",0.329773162932947
"26",0.328886870230238
"27",0.400366210028132
"28",0.250401528286257
"29",0.299793253994007
"30",0.239656455123607
"31",0.286540935044233
"32",0.284024752643683
"33",0.329898004813748
"34",0.277045634680968
"35",0.279755900749294
"36",0.395163048571762
"37",0.242124386063203
"38",0.25647020599082
"39",0.257309979729087
"40",0.347043874929646
"41",0.262615318395598
"42",0.332946137766973
"43",0.25423369547236
"44",0.263823443715976
"45",0.31273733895669
"46",0.329877668054589
"47",0.263756155646735
"48",0.283619209780989
"49",0.201961704512234
"50",0.247927879188952
"51",0.233582396304898
"52",0.239228647045316
"53",0.262710543741291
"54",0.298350967921055
"55",0.301105317575752
"56",0.264501238397137
"57",0.324646284577099
"58",0.310343457469204
"59",0.32965688212637
"60",0.210057324323751
"61",0.247943558835537
"62",0.319554124437259
"63",0.259213839337179
"64",0.250708159333195
"65",0.314180514680799
"66",0.404815602372665
"67",0.270267052937842
"68",0.305050253918536
"69",0.232078181184343
"70",0.251271727970367
"71",0.344586844136124
"72",0.262187715037386
"73",0.279878936661176
"74",0.261390824042028
"75",0.272685225105792
"76",0.276292140902295
"77",0.24372978956884
"78",0.278818707481733
"79",0.306946222871973
"80",0.342365808429493
"81",0.283632656027128
"82",0.276877726968967
"83",0.229300783765234
"84",0.323754320439092
"85",0.214170434830953
"86",0.300587685839206
"87",0.259135966387441
"88",0.258984089702213
"89",0.254999520588267
"90",0.283735316235661
"91",0.265446440920487
"92",0.294222638875535
"93",0.267620411983007
"94",0.286557060658028
"95",0.297041222227055
"96",0.267079925951358
"97",0.207506060886487
"98",0.436229125220533
"99",0.286775638971374
"100",0.267923375780162
"101",0.217669520150411
"102",0.212798777500777
"103",0.295610633518886
"104",0.329978188575597
"105",0.252556915315167
"106",0.330941153246356
"107",0.322383855956997
"108",0.304846054254302
"109",0.369762038690613
"110",0.28284028801305
"111",0.266570600818951
"112",0.261345937714113
"113",0.267611617825229
"114",0.309777074128879
"115",0.279646067419389
"116",0.278047471528425
"117",0.293554948344774
"118",0.264879339413767
"119",0.276819944227174
"120",0.341559313357189
"121",0.284906586276196
"122",0.18915407692154
"123",0.227324593277211
"124",0.300666568901806
"125",0.275971809922145
"126",0.312720798794668
"127",0.345059797660248
"128",0.235528217634734
"129",0.261461581188963
"130",0.290920208276053
"131",0.196510758754486
"132",0.204248623193664
"133",0.351125796483032
"134",0.26630862323305
"135",0.347786449403587
"136",0.325249650972281
"137",0.360081021899202
"138",0.273857113359434
"139",0.205606013337031
"140",0.281051320419902
"141",0.308987519347188
"142",0.314528052854416
"143",0.221901887031085
"144",0.226736187908542
"145",0.28180485961909
"146",0.377279819583509
"147",0.249170053437605
"148",0.296798659595752
"149",0.265515884157057
"150",0.260319440017473
"151",0.294599961955707
"152",0.326153234509042
"153",0.310659701524898
"154",0.278923716564064
"155",0.332751136567665
"156",0.336625663666787
"157",0.357554484191341
"158",0.298318551246351
"159",0.196746004511706
"160",0.233257468413837
"161",0.237353784733297
"162",0.31723806686452
"163",0.362367524002892
"164",0.285598765162898
"165",0.310964710534757
"166",0.277350052048025
"167",0.364397399674158
"168",0.262075859465504
"169",0.290512331867993
"170",0.233564423701841
"171",0.21004698658331
"172",0.309825906324134
"173",0.379299863298013
"174",0.171965241334669
"175",0.280813398480579
"176",0.309118625292059
"177",0.261425987412854
"178",0.257317019826824
"179",0.353514742326041
"180",0.356640833646448
"181",0.342649485726264
"182",0.229301832075376
"183",0.252079879749797
"184",0.28753018131696
"185",0.34456141451651
"186",0.339161013121771
"187",0.348195626534313
"188",0.367490663838205
"189",0.287651548784236
"190",0.272103100262356
"191",0.286891998722964
"192",0.291290623847645
"193",0.333564532725546
"194",0.234088977109388
"195",0.283998850531228
"196",0.236624731851261
"197",0.259045166780497
"198",0.357026877111324
"199",0.335385656083077
"200",0.275673590986768
"201",0.365333287315773
"202",0.374394341741913
"203",0.318887192836461
"204",0.281526207684787
"205",0.308445000910239
"206",0.281527706362072
"207",0.173909461018407
"208",0.274106471893308
"209",0.25717614225555
"210",0.293085022900912
"211",0.294624876905406
"212",0.345579020132244
"213",0.252645704034992
"214",0.311859052437638
"215",0.275715363006282
"216",0.294581763217911
"217",0.317572136060201
"218",0.264827313963546
"219",0.317925518101167
"220",0.283937747987086
"221",0.372992478187477
"222",0.261991405111635
"223",0.280651221661822
"224",0.332342730629486
"225",0.315333019796021
"226",0.314639867359058
"227",0.323753872185968
"228",0.24995597839868
"229",0.279763864656561
"230",0.304371666213361
"231",0.27085059981004
"232",0.361930124923732
"233",0.253695310781207
"234",0.311742727759353
"235",0.28222898818442
"236",0.237490963038578
"237",0.279986848922597
"238",0.292683820053307
"239",0.274203467685741
"240",0.271155383991533
"241",0.304256028741063
"242",0.285785501600136
"243",0.36081242079775
"244",0.316393739352226
"245",0.271895881290184
"246",0.281562787551047
"247",0.318933003513813
"248",0.280475247192694
"249",0.327631875194763
"250",0.283398854212198
"251",0.345572246713416
"252",0.303433994101853
"253",0.285825222571681
"254",0.330267942589164
"255",0.352234711875754
"256",0.252817426332845
"257",0.18700051778036
"258",0.311899961893205
"259",0.352606670541577
"260",0.267560897740207
"261",0.286407613080619
"262",0.31336468819403
"263",0.285305531945261
"264",0.237249718072265
"265",0.298035424933394
"266",0.319342015215714
"267",0.23743815282365
"268",0.286150416567401
"269",0.261649517338273
"270",0.391585486335692
"271",0.309999461340687
"272",0.29132347967328
"273",0.303853292069638
"274",0.329692308232722
"275",0.275280841221749
"276",0.266884998898214
"277",0.253791134186964
"278",0.293937065648368
"279",0.255993010871986
"280",0.263668065593639
"281",0.237306782707095
"282",0.279875200496405
"283",0.31628949945996
"284",0.335231998737675
"285",0.332421760303607
"286",0.348047425781524
"287",0.296156812646694
"288",0.322780676528807
"289",0.277093095970652
"290",0.282285861266452
"291",0.302275627430912
"292",0.330263500414842
"293",0.337986588658836
"294",0.349200305229767
"295",0.363103198006524
"296",0.271096929936047
"297",0.276072809490275
"298",0.325303033588174
"299",0.338483607846148
"300",0.416926470374904
"301",0.359622218763804
"302",0.279254244285432
"303",0.280433558196117
"304",0.396426939808085
"305",0.259356697011222
"306",0.313087949399722
"307",0.267726690237067
"308",0.309896405118205
"309",0.264536038557778
"310",0.297660057247297
"311",0.325652966907386
"312",0.330162184433942
"313",0.330819025456802
"314",0.306499543223434
"315",0.275021149346806
"316",0.259376275985913
"317",0.31209183864782
"318",0.366076370298949
"319",0.315223489466015
"320",0.294091137805981
"321",0.297539515647695
"322",0.325008812025512
"323",0.315696595022306
"324",0.288261516801102
"325",0.319733394469075
"326",0.182765162192515
"327",0.243375622451828
"328",0.197732380707236
"329",0.256781544834539
"330",0.244139859725902
"331",0.213655315186718
"332",0.361210953349554
"333",0.331466273468418
"334",0.292432445593939
"335",0.316404871726564
"336",0.247110957201177
"337",0.290692075299193
"338",0.226707976123489
"339",0.312137884051608
"340",0.191739860431299
"341",0.246356246407826
"342",0.258896238439507
"343",0.351027298720176
"344",0.354452430478767
"345",0.339733782461165
"346",0.303602777860548
"347",0.312401459575515
"348",0.25334551840325
"349",0.27898447813192
"350",0.334682297447171
"351",0.320923461122996
"352",0.261641200207854
"353",0.316356425972948
"354",0.272076142926705
"355",0.273820831496202
"356",0.268056474590082
"357",0.283767417869813
"358",0.24413736671283
"359",0.2649358187581
"360",0.30079327482499
"361",0.280293040723129
"362",0.208877017979414
"363",0.306145602116272
"364",0.310780664670944
"365",0.2796434732793
"366",0.299847054282724
"367",0.272958185399792
"368",0.294359827186583
"369",0.250337476188282
"370",0.283227135868416
"371",0.282013423191398
"372",0.278143897815506
"373",0.324415189352299
"374",0.314277332513034
"375",0.310452437048708
"376",0.291623814423644
"377",0.365242233159094
"378",0.319407648427213
"379",0.307239775015215
"380",0.257271972513555
"381",0.43735725996462
"382",0.279648139095844
"383",0.294965622040363
"384",0.247604566441846
"385",0.297391853553321
"386",0.285593774355004
"387",0.305880835420256
"388",0.299365186785708
"389",0.270438470283021
"390",0.30847667439299
"391",0.28671689988196
"392",0.30078247702144
"393",0.333312862102854
"394",0.324788726219337
"395",0.319903555458592
"396",0.325739729215468
"397",0.344084259903872
"398",0.265711703739798
"399",0.301206274232743
"400",0.32517027073105
"401",0.255851747651828
"402",0.272556431789849
"403",0.283883806731414
"404",0.308504379849965
"405",0.338855885756615
"406",0.160357922706916
"407",0.259344604865105
"408",0.35309128024451
"409",0.273467927612146
"410",0.258718234510408
"411",0.228845778856844
"412",0.265956862157168
"413",0.356137268049594
"414",0.335183309290035
"415",0.23756345335648
"416",0.340998729834993
"417",0.300826516136952
"418",0.225969877868974
"419",0.267956949604044
"420",0.204062834975872
"421",0.298939875425696
"422",0.288682511236049
"423",0.293586317692007
"424",0.31818540787964
"425",0.227296568386923
"426",0.341789746606168
"427",0.278528741539766
"428",0.348281438815567
"429",0.321243862719207
"430",0.348521003190344
"431",0.245853214894423
"432",0.338391712806452
"433",0.286091194051008
"434",0.215422219055886
"435",0.289168416312732
"436",0.335991122230709
"437",0.228311175600343
"438",0.267661153138549
"439",0.290899877116827
"440",0.247956081698375
"441",0.276957569973857
"442",0.270937409350582
"443",0.284063409479036
"444",0.257287253152502
"445",0.263062006708403
"446",0.287154242228221
"447",0.297734625255591
"448",0.397883738472781
"449",0.261856889507679
"450",0.32855263879327
"451",0.296320181262247
"452",0.312536489996104
"453",0.334590956399543
"454",0.288036016580124
"455",0.290993470690247
"456",0.342853276378626
"457",0.300351611237274
"458",0.262417943485146
"459",0.308999649687663
"460",0.267408938710941
"461",0.349249550350398
"462",0.247080287982153
"463",0.253532212382579
"464",0.308139823498354
"465",0.297392052283846
"466",0.287804971544034
"467",0.291392788453735
"468",0.247135202316561
"469",0.383198622233332
"470",0.337743898978195
"471",0.207172207435569
"472",0.275822296864484
"473",0.310763157641341
"474",0.206964435715822
"475",0.31501882848063
"476",0.283496900572139
"477",0.400274992835937
"478",0.282560058189876
"479",0.297281187500682
"480",0.267253510124582
"481",0.318307576495689
"482",0.304852414035504
"483",0.282390612385092
"484",0.272964533334116
"485",0.339906966867788
"486",0.249468730971516
"487",0.260773535403286
"488",0.331500809923819
"489",0.328544021994619
"490",0.320102702590249
"491",0.25673110679213
"492",0.260203982852305
"493",0.330137472715432
"494",0.24966691545912
"495",0.235340763091029
"496",0.261230882988012
"497",0.284319506840296
"498",0.248976886334008
"499",0.297822715648764
"500",0.248778125307205
"501",0.257468783497791
